id,shop_url,shop_name,rank_stars,shop_review,shop_price,shop_area_tag,shop_addr,shop_Q,shop_E,shop_S,adress_s,address_d,lng_wgs84,lat_wgs84,fnid
854,http://www.dianping.com/shop/66869475,龙湖大兴天街,五星商户,['738'],['237'],黄村,永兴路七号院,9.1,9.1,9,北京永兴路七号院龙湖大兴天街,北京市大兴区龙湖大兴天街,116.3164094,39.68534768,76703
855,http://www.dianping.com/shop/16009626,BHG Mall购物中心(力宝店),准五星商户,['473'],['179'],亦庄,荣华中路8号院,8.9,9,8.8,北京荣华中路8号院BHGMall购物中心(力宝店),北京市顺义区bhgmall购物中心,116.645831,40.1273446,216760
856,http://www.dianping.com/shop/4080244,亦庄创意生活广场,五星商户,['257'],['230'],亦庄,亦庄开发区文化园东路与荣华北路交叉东侧,9,9,8.8,北京亦庄开发区文化园东路与荣华北路交叉东侧亦庄创意生活广场,北京市大兴区创意生活广场,116.4982715,39.80966389,116035
857,http://www.dianping.com/shop/65405698,住总万科广场,准五星商户,['448'],['188'],旧宫,旧宫东西大街旧宫地铁对面,8.9,9,8.8,北京旧宫东西大街旧宫地铁对面住总万科广场,北京市大兴区住总万科广场,116.4540373,39.8045778,114592
858,http://www.dianping.com/shop/24425669,世界之花假日广场,四星商户,['972'],['25516'],旧宫,南四环久敬庄路与德贤路交叉口西南角,8.4,8.6,8.5,北京南四环久敬庄路与德贤路交叉口西南角世界之花假日广场,北京市大兴区世界之花假日广场,116.41591979999998,39.8184414,118863
859,http://www.dianping.com/shop/5999732,绿地缤纷城(大兴店),准五星商户,['422'],['167'],黄村,金星西路3号,8.5,8.7,8.5,北京金星西路3号绿地缤纷城(大兴店),北京市大兴区绿地缤纷城,116.32814280000001,39.76284825,101697
860,http://www.dianping.com/shop/21944505,鸿坤购物中心,准五星商户,['252'],['159'],大兴区,西红门欣旺北大街8号,8.5,8.6,8.3,北京西红门欣旺北大街8号鸿坤购物中心,北京市大兴区鸿坤购物中心,116.3341597,39.79021133,110267
861,http://www.dianping.com/shop/21097815,城乡世纪广场,四星商户,['302'],['248'],大兴区,科创五街38号,8.2,8.3,8.1,北京科创五街38号城乡世纪广场,北京市大兴区城乡世纪广场,116.52704150000001,39.80052663,113189
862,http://www.dianping.com/shop/16823448,王府井百货(大兴店),准五星商户,['299'],['578'],黄村,黄村东大街火神庙国际商业中心F座,8.1,8.5,8.2,北京黄村东大街火神庙国际商业中心F座王府井百货(大兴店),北京市大兴区王府井百货,116.3368842,39.73026348,90990
863,http://www.dianping.com/shop/4043158,火神庙国际商业中心,四星商户,['67'],['253'],黄村,黄村镇黄村东大街38号院,8.2,7.9,8.4,北京黄村镇黄村东大街38号院火神庙国际商业中心,北京市大兴区火神庙国际商业中心,116.33626969999999,39.72897277,90990
864,http://www.dianping.com/shop/8070996,乐家购物中心(京良路店),准四星商户,['136'],['205'],西红门,京良路10号,7.1,7.2,7.2,北京京良路10号乐家购物中心(京良路店),北京市大兴区乐家购物中心,116.3263155,39.79826253,112407
865,http://www.dianping.com/shop/11241316,水晶港生活广场,四星商户,['32'],[],黄村,康庄路28号,8.1,8.2,8,北京康庄路28号水晶港生活广场,北京市大兴区水晶港生活广场,116.33103500000001,39.75623244,99556
866,http://www.dianping.com/shop/98598736,天键广场,准四星商户,['3'],[],黄村,枣园路印刷学院附属小学对面,7.2,7.2,7.4,北京枣园路印刷学院附属小学对面天键广场,北京市大兴区印刷学院,116.32280349999999,39.74298264,95270
867,http://www.dianping.com/shop/92007209,嘉悦广场,准四星商户,['8'],['39251'],大兴区,荟聚购物中心西侧,7,7.2,7.2,北京荟聚购物中心西侧嘉悦广场,北京市大兴区嘉悦广场,116.31753529999999,39.78557847,108834
868,http://www.dianping.com/shop/32722239,绿地中央广场,四星商户,['6'],[],大兴区,黄村金星西路与兴华大街交叉口东北角,7.8,7.8,7.8,北京黄村金星西路与兴华大街交叉口东北角绿地中央广场,北京市大兴区绿地中央广场,116.3261233,39.76379302,101697
869,http://www.dianping.com/shop/2654200,玫瑰城购物中心(居然之家大兴店),准四星商户,['71'],['100'],黄村,黄村镇枣园路12号居然之家大兴店B1层,7.1,7.4,7.1,北京黄村镇枣园路12号居然之家大兴店B1层玫瑰城购物中心(居然之家大兴店),北京市大兴区居然之家,116.32962579999999,39.75157261,98128
870,http://www.dianping.com/shop/17144124,华联购物中心(华联购物中心店),三星商户,['8'],[],旧宫,黄亦路和104国道交叉口东400米路北华联购物中心B1层,6.8,6.9,6.9,北京黄亦路和104国道交叉口东400米路北华联购物中心B1层华联购物中心(华联购物中心店),北京市海淀区华联购物中心,116.30550159999999,40.02730548,185228
871,http://www.dianping.com/shop/15078392,大雄商业中心,准四星商户,['6'],[],亦庄,天华园二里二区19号楼,7.1,7.2,7.2,北京天华园二里二区19号楼大雄商业中心,北京市大兴区大雄商业中心,116.489043,39.79839326,112462
872,http://www.dianping.com/shop/32816302,泰禾中央广场,准四星商户,['1'],[],大兴区,新源大街与兴华大街交汇处东北角,7,7,7,北京新源大街与兴华大街交汇处东北角泰禾中央广场,北京市大兴区泰禾中央广场,116.31606070000001,39.71331127,85985
873,http://www.dianping.com/shop/16634780,星城商厦,准四星商户,['1'],[],黄村,兴丰大街185号,7.2,7.2,6.8,北京兴丰大街185号星城商厦,北京市大兴区星城商厦,116.3329062,39.72919601,90989
875,http://www.dianping.com/shop/2710702,帝园商城,准四星商户,['36'],['240'],黄村,黄村东大街62号,7,7,7,北京黄村东大街62号帝园商城,北京市大兴区帝园商城,116.3344665,39.73086088,90990
876,http://www.dianping.com/shop/2507647,大兴星城商厦,准四星商户,['115'],['609'],黄村,兴丰大街三段185号,7.1,7,6.8,北京兴丰大街三段185号大兴星城商厦,北京市大兴区大兴星城商厦,116.3329062,39.72919601,90989
878,http://www.dianping.com/shop/49280258,广丰购物,准四星商户,['9'],[],大兴区,黄村镇兴盛园13甲号楼,7.1,7.1,7.1,北京黄村镇兴盛园13甲号楼广丰购物,北京市大兴区广丰购物,116.3111883,39.75606438,99550
879,http://www.dianping.com/shop/110056674,如此生活嘉年华,准四星商户,['8'],[],旧宫,世界之花假日广场,7.3,7.2,7.3,北京世界之花假日广场如此生活嘉年华,北京市大兴区世界之花假日广场,116.4153773,39.81708803,118863
880,http://www.dianping.com/shop/18669342,新加坡凯德Mall,准四星商户,['2'],[],大兴区,天宫院,7.2,7.2,7.2,北京天宫院新加坡凯德Mall,北京市西城区凯德mall,116.34676670000002,39.94001136,157396
881,http://www.dianping.com/shop/4508640,亿发购物中心,三星商户,['22'],['65'],黄村,狼垡二村长丰园,7.2,7,6.8,北京狼垡二村长丰园亿发购物中心,北京市大兴区亿发购物中心,116.2855182,39.78221121,107395
882,http://www.dianping.com/shop/11244112,吉星德亿商城,准四星商户,['1'],[],黄村,黄村镇永华南里1号楼,7,7,7,北京黄村镇永华南里1号楼吉星德亿商城,北京市大兴区吉星德亿商城,116.32607420000001,39.72547945,89559
883,http://www.dianping.com/shop/32691514,万泽·经海广场,准四星商户,[],[],大兴区,亦庄经海路与科创十二街的交汇处地铁亦庄线经海路站A出口即是,N,N,N,北京亦庄经海路与科创十二街的交汇处地铁亦庄线经海路站A出口即是万泽·经海广场,北京市大兴区万泽经海广场,116.55721409999998,39.78084785,107488
887,http://www.dianping.com/shop/37799937,菜百新世纪商场(大兴店),准四星商户,['1'],[],黄村,黄村兴丰南大街185号星城商厦,7.5,7.1,6.1,北京黄村兴丰南大街185号星城商厦菜百新世纪商场(大兴店),北京市大兴区星城商厦,116.3329062,39.72919601,90989
891,http://www.dianping.com/shop/18980893,正光天和商业广场,三星商户,['3'],[],黄村,兴华大街202号,6.9,6.9,6.9,北京兴华大街202号正光天和商业广场,北京市大兴区正光天和商业广场,116.3267689,39.75543265,98841
892,http://www.dianping.com/shop/3886786,吉星德亿商业中心,三星商户,['29'],[],黄村,华堂商场西侧500米,6.5,6.6,6.5,北京华堂商场西侧500米吉星德亿商业中心,北京市大兴区吉星德亿商业中心,116.32679879999999,39.75587155,98841
893,http://www.dianping.com/shop/26217563,羽奥奥特莱斯(火神庙国际商业中心店),三星商户,[],[],黄村,黄村东大街1号火神庙国际商业中心E座B1层,N,N,N,北京黄村东大街1号火神庙国际商业中心E座B1层羽奥奥特莱斯(火神庙国际商业中心店),北京市大兴区羽奥奥特莱斯,116.3367967,39.72785094,90276
894,http://www.dianping.com/shop/11279397,鑫缘联华购物广场,三星商户,[],[],旧宫,南大红门路,N,N,N,北京南大红门路鑫缘联华购物广场,北京市大兴区南大红门路,116.4147034,39.78668787,108867
895,http://www.dianping.com/shop/17138182,中际购物中心,三星商户,[],[],黄村,永华路1号,N,N,N,北京永华路1号中际购物中心,北京市大兴区中际购物中心,116.32607420000001,39.72547945,89559
896,http://www.dianping.com/shop/19281594,兴糖商城,三星商户,[],[],黄村,林校北路与车站北巷交叉口西50米,N,N,N,北京林校北路与车站北巷交叉口西50米兴糖商城,北京市大兴区林校北路/车站北巷,116.3297314,39.72122301,88132
897,http://www.dianping.com/shop/11242495,耀艳大厦,三星商户,[],[],西红门,九龙山庄1号,N,N,N,北京九龙山庄1号耀艳大厦,北京市大兴区耀艳大厦,116.33889679999999,39.80217863,113839
898,http://www.dianping.com/shop/11246184,加码时代广场,三星商户,[],[],黄村,兴华大街三段25号,N,N,N,北京兴华大街三段25号加码时代广场,北京市大兴区加码时代广场,116.325845,39.73174612,91701
900,http://www.dianping.com/shop/33491362,亿发购物中心(鹅房分店),三星商户,['1'],[],大兴区,鹅房村西街17号,6.8,6.8,5.7,北京鹅房村西街17号亿发购物中心(鹅房分店),北京市大兴区亿发购物中心(鹅房分店),116.25483700000001,39.74951487,97388
937,http://www.dianping.com/shop/28637151,悦荟万科广场,五星商户,['472'],['218'],昌平镇,南环路10号院1号楼,9.1,9.1,9,北京南环路10号院1号楼悦荟万科广场,北京市昌平区悦荟万科广场,116.2330945,40.21089644,243037
938,http://www.dianping.com/shop/24033972,八达岭奥特莱斯outlets,五星商户,['1099'],['3007'],南口镇,南口镇陈庄京藏高速公路陈庄出口北侧,9.1,9.2,9,北京南口镇陈庄京藏高速公路陈庄出口北侧八达岭奥特莱斯outlets,北京市延庆区八达岭,115.96429769999999,40.36096471,290783
939,http://www.dianping.com/shop/2643016,龙德广场,准五星商户,['977'],['315'],天通苑,立汤路186号,8.7,8.5,8.5,北京立汤路186号龙德广场,北京市昌平区龙德广场,116.4092896,40.05835801,195259
940,http://www.dianping.com/shop/69595320,乐多港奥特莱斯购物中心,准五星商户,['598'],['739'],昌平镇,邓庄村西旧西路与京藏高速交叉口旁,8.7,9,8.8,北京邓庄村西旧西路与京藏高速交叉口旁乐多港奥特莱斯购物中心,北京市昌平区乐多港奥特莱斯购物中心,116.18463259999999,40.227415,248732
941,http://www.dianping.com/shop/22909125,永旺国际商城购物中心(北清路店),四星商户,['1403'],['210'],回龙观,北清路1号,7.9,7.9,7.7,北京北清路1号永旺国际商城购物中心(北清路店),北京市昌平区永旺国际商城购物中心,116.28233700000001,40.09575962,206640
942,http://www.dianping.com/shop/9978314,BHG Mall购物中心(同成街店),四星商户,['211'],['198'],回龙观,育知东路30号院,8.2,8.3,8.1,北京育知东路30号院BHGMall购物中心(同成街店),北京市昌平区育知东路30号院,116.33102930000001,40.07077861,198802
943,http://www.dianping.com/shop/5532312,龙旗购物中心,四星商户,['207'],['226'],回龙观,黄平路19号院,8,8.3,8.2,北京黄平路19号院龙旗购物中心,北京市昌平区龙旗购物中心,116.34025940000001,40.06544189,197378
944,http://www.dianping.com/shop/5280778,BHG Mall购物中心(天通苑店),四星商户,['317'],['141'],天通苑,东三旗路天通中苑F区,8.4,8.3,8,北京东三旗路天通中苑F区BHGMall购物中心(天通苑店),北京市昌平区天通中苑f区,116.4084246,40.06852791,198115
945,http://www.dianping.com/shop/2373880,翠微百货(龙德广场店),准五星商户,['42'],['259'],天通苑,立汤路186号龙德广场1-4层,8.9,8.9,8.5,北京立汤路186号龙德广场1-4层翠微百货(龙德广场店),北京市昌平区翠微百货,116.4090713,40.05932283,195259
946,http://www.dianping.com/shop/11248430,上品折扣(回龙观店),四星商户,['201'],['610'],回龙观,回龙观西大街16号龙冠商务中心B座,8.5,8.5,8.1,北京回龙观西大街16号龙冠商务中心B座上品折扣(回龙观店),北京市昌平区上品折扣,116.32854509999999,40.07777087,200944
947,http://www.dianping.com/shop/23718507,回龙观BHGMall,四星商户,['478'],['216'],回龙观,回龙观西大街111号,7.4,7.6,7.2,北京回龙观西大街111号回龙观BHGMall,北京市昌平区回龙观,116.30600600000001,40.07071114,198794
948,http://www.dianping.com/shop/79451950,BHGMall华联(华联商厦店),准四星商户,['28'],['291'],回龙观,回龙观西大街111号华联商厦2层,8,7.9,7.9,北京回龙观西大街111号华联商厦2层BHGMall华联(华联商厦店),北京市昌平区回龙观西大街|111号,116.3131378,40.0746156,200224
949,http://www.dianping.com/shop/3368548,北店时代广场,四星商户,['57'],['150'],回龙观,回龙观西大街D05区,7.6,7.6,7.4,北京回龙观西大街D05区北店时代广场,北京市昌平区北店时代广场,116.33017620000001,40.07911368,201658
950,http://www.dianping.com/shop/6847592,明珠百货,四星商户,['83'],['133'],天通苑,立汤路188号,7.7,7.6,7.7,北京立汤路188号明珠百货,北京市昌平区明珠百货,116.40929299999999,40.05489021,193831
951,http://www.dianping.com/shop/2273530,庄盛奥特莱斯,准四星商户,['77'],['468'],回龙观,三合庄园9号楼北侧,7,7,7.1,北京三合庄园9号楼北侧庄盛奥特莱斯,北京市昌平区庄盛奥特莱斯,116.31368859999999,40.08202606,202366
952,http://www.dianping.com/shop/2535946,国泰百货(昌平店),准四星商户,['423'],['328'],昌平镇,府学路甲24号,7,6.9,6.5,北京府学路甲24号国泰百货(昌平店),北京市昌平区国泰百货,116.2375887,40.219170500000004,245894
953,http://www.dianping.com/shop/4272496,百汇商城,四星商户,['126'],['140'],回龙观,建材城西路22号,7.9,7.7,7.6,北京建材城西路22号百汇商城,北京市昌平区百汇商城,116.33621090000001,40.06056355,195948
954,http://www.dianping.com/shop/2466181,阳光商厦,四星商户,['148'],['213'],昌平镇,府学路29号,7.4,7.1,7.2,北京府学路29号阳光商厦,北京市昌平区府学路|29号,116.2382699,40.22020747,245895
955,http://www.dianping.com/shop/24770751,奥特莱斯,准四星商户,['4'],[],昌平镇,南口镇陈庄村,7.6,7.6,7.6,北京南口镇陈庄村奥特莱斯,北京市昌平区奥特莱斯,116.16450990000001,40.23448006,250868
956,http://www.dianping.com/shop/2636335,天通苑购物中心,准四星商户,['149'],['232'],天通苑,东小口镇天通苑五区,7.2,7.2,7.2,北京东小口镇天通苑五区天通苑购物中心,北京市昌平区天通苑购物中心,116.4080518,40.06504792,197401
957,http://www.dianping.com/shop/3638605,国泰百货(天通苑店),准四星商户,['160'],['223'],天通苑,东小口镇天通苑东苑东三区2号楼,7,6.9,7.1,北京东小口镇天通苑东苑东三区2号楼国泰百货(天通苑店),北京市昌平区国泰百货,116.429592,40.071642100000005,199550
958,http://www.dianping.com/shop/57880127,华联商城,准四星商户,['2'],[],回龙观,回龙观镇龙禧苑15号楼1至2层03号1层,7.3,7,7,北京回龙观镇龙禧苑15号楼1至2层03号1层华联商城,北京市昌平区华联商城,116.2923023,40.15143891,224493
959,http://www.dianping.com/shop/58717814,三旗百汇商品城,准四星商户,['7'],[],昌平区,建材城西路与育新花园西路交叉口西北150米,7.5,7.5,7.3,北京建材城西路与育新花园西路交叉口西北150米三旗百汇商品城,北京市昌平区三旗百汇商品城,116.33621090000001,40.06056355,195948
960,http://www.dianping.com/shop/2811526,万意百货,准四星商户,['124'],['113'],回龙观,回龙观西大街与育知东路交汇处东北侧,7,6.6,6.9,北京回龙观西大街与育知东路交汇处东北侧万意百货,北京市昌平区万意百货,116.3285419,40.07884881,201658
961,http://www.dianping.com/shop/15078681,港龙商业中心,准四星商户,['11'],[],回龙观,回龙观西大街18号,7.5,7.5,7.5,北京回龙观西大街18号港龙商业中心,北京市昌平区港龙商业中心,116.3250602,40.076980600000006,200942
962,http://www.dianping.com/shop/43954882,隆兴购物广场,准四星商户,['7'],[],沙河,百沙路200号,7.2,7.2,7.2,北京百沙路200号隆兴购物广场,北京市昌平区隆兴购物广场,116.28188590000002,40.14950439,223776
963,http://www.dianping.com/shop/2887411,金五星商城,准四星商户,['62'],['72'],昌平镇,府学路亢山广场旁,6.7,6.6,6.6,北京府学路亢山广场旁金五星商城,北京市昌平区金五星商城,116.2477201,40.21970767,245898
964,http://www.dianping.com/shop/3576505,宜尚商场,准四星商户,['14'],[],回龙观,回龙观北店时代广场C座1-3层,7.3,7.1,7.2,北京回龙观北店时代广场C座1-3层宜尚商场,北京市昌平区宜尚商场,116.33028300000001,40.078815500000005,201658
965,http://www.dianping.com/shop/11251315,亿发购物中心,准四星商户,['10'],[],昌平区,定泗路郑各庄温榆河公园对面,7.5,7.4,7.5,北京定泗路郑各庄温榆河公园对面亿发购物中心,北京市昌平区亿发购物中心,116.3583088,40.11484505,213092
966,http://www.dianping.com/shop/11250245,佳运广场,准四星商户,['11'],[],昌平区,东小口立水桥佳运园小区26号楼,7.3,7.3,7.3,北京东小口立水桥佳运园小区26号楼佳运广场,北京市昌平区佳运广场,116.39776459999999,40.04558403,190971
967,http://www.dianping.com/shop/16981624,新世纪商城星城商场,准四星商户,['8'],[],昌平镇,南口镇温南路,7.6,7.6,7.5,北京南口镇温南路新世纪商城星城商场,北京市昌平区星城商场,116.12635120000002,40.2335727,250141
968,http://www.dianping.com/shop/22821444,禧乐汇生活主题广场,准四星商户,['12'],[],回龙观,文华路89号院1,7,7.1,7,北京文华路89号院1禧乐汇生活主题广场,北京市昌平区文华路89号院|1号,116.33717539999999,40.08676108,203802
969,http://www.dianping.com/shop/38075283,新世纪商城,三星商户,['10'],[],昌平区,巩华大街70号,6.1,6.1,6,北京巩华大街70号新世纪商城,北京市昌平区巩华大街|70号,116.2616952,40.12588333,216629
970,http://www.dianping.com/shop/3885442,北京新昌百商场,准四星商户,['8'],[],昌平镇,鼓楼西大街1号,6.9,6.8,6.6,北京鼓楼西大街1号北京新昌百商场,北京市昌平区新昌百商场,116.22700900000001,40.22331646,247319
973,http://www.dianping.com/shop/11248716,兴业商业广场,准四星商户,[],[],回龙观,黄平路202号院1号楼,N,N,N,北京黄平路202号院1号楼兴业商业广场,北京市昌平区兴业商业广场,116.36060729999998,40.08180141,202382
974,http://www.dianping.com/shop/16825790,兴旺地市场百货厅,准四星商户,['1'],[],天通苑,中滩村北一街与立水桥西路交叉口东北100米,7.1,7.1,7.1,北京中滩村北一街与立水桥西路交叉口东北100米兴旺地市场百货厅,北京市昌平区中滩村北一街/立水桥西路,116.40281740000002,40.05946513,195257
975,http://www.dianping.com/shop/6427227,西关购物广场,准四星商户,['1'],[],昌平镇,西环路7号,7,7,7,北京西环路7号西关购物广场,北京市昌平区西关购物广场,116.22040159999999,40.22298174,247317
976,http://www.dianping.com/shop/98714076,恒元福商业大厦,准四星商户,['2'],[],昌平区,科星西路47号,7,7,7,北京科星西路47号恒元福商业大厦,北京市昌平区恒元福商业大厦,116.35270630000001,40.07175256,199524
977,http://www.dianping.com/shop/11247327,中福万合广场,准四星商户,['1'],[],天通苑,太平庄北街与立水桥东三路交叉口东南100米,7,7,7,北京太平庄北街与立水桥东三路交叉口东南100米中福万合广场,北京市昌平区中福万合广场,116.4230978,40.07744508,200976
978,http://www.dianping.com/shop/66906350,中艺财富珠宝玉器商城,三星商户,['2'],[],天通苑,立汤路188号北方明珠大厦,6.9,6.9,6.9,北京立汤路188号北方明珠大厦中艺财富珠宝玉器商城,北京市昌平区北方明珠大厦,116.40885859999999,40.05582391,194545
979,http://www.dianping.com/shop/16532644,四海金龙服装百货,三星商户,[],[],昌平镇,染靛坑胡同与鼓楼南街交叉口东150米,N,N,N,北京染靛坑胡同与鼓楼南街交叉口东150米四海金龙服装百货,北京市昌平区染靛坑胡同/鼓楼南街,116.22744490000001,40.22019823,245891
980,http://www.dianping.com/shop/32785020,温哥华森林塔街商业街商铺,三星商户,[],[],昌平区,北七家镇立汤路旁温哥华森林别墅,N,N,N,北京北七家镇立汤路旁温哥华森林别墅温哥华森林塔街商业街商铺,北京市昌平区温哥华森林别墅,116.4047882,40.13110639,218106
981,http://www.dianping.com/shop/11251471,京北·王府商场,三星商户,[],[],昌平区,王府大街甲21-2号,N,N,N,北京王府大街甲21-2号京北·王府商场,北京市昌平区王府大街|甲21|-2号,116.37731140000001,40.101078,208814
982,http://www.dianping.com/shop/11250517,汤山创新百货,三星商户,[],[],小汤山,顺沙路,N,N,N,北京顺沙路汤山创新百货,北京市昌平区顺沙路,116.18636880000001,40.16734753,229455
985,http://www.dianping.com/shop/11252063,十三陵特区旅游商品购物中心,三星商户,[],[],昌平区,环陵路,N,N,N,北京环陵路十三陵特区旅游商品购物中心,北京市昌平区环陵路,116.23538529999999,40.289643299999994,268028
986,http://www.dianping.com/shop/41455645,国宏商城,三星商户,[],[],天通苑,东小口镇天通苑西苑2区19号楼,N,N,N,北京东小口镇天通苑西苑2区19号楼国宏商城,北京市昌平区国宏商城,116.4046169,40.06980409,198828
987,http://www.dianping.com/shop/16723329,家家福购物广场,三星商户,['2'],[],北七家,沙河镇于新庄路,6.5,6.5,6.5,北京沙河镇于新庄路家家福购物广场,北京市昌平区于新庄路,116.2871202,40.14533049,222349
988,http://www.dianping.com/shop/4019392,太阳城购物中心‎,三星商户,['5'],[],小汤山,马坊桥东537号,6.2,6.2,6.2,北京马坊桥东537号太阳城购物中心‎,北京市昌平区太阳城购物中心,116.4079601,40.14753517,223105
989,http://www.dianping.com/shop/9043329,北京金殿友谊商城,二星商户,['1'],[],昌平镇,南涧路与辅路交叉口,7.6,7.6,7.6,北京南涧路与辅路交叉口北京金殿友谊商城,北京市昌平区友谊商城,116.1416152,40.24120089,253002
995,http://www.dianping.com/shop/11250401,香堂农贸市场,准四星商户,['1'],[],小汤山,香堂文化街西50米,7.7,7.7,7.7,北京香堂文化街西50米香堂农贸市场,北京市昌平区香堂农贸市场,116.3584034,40.24101364,253076
1038,http://www.dianping.com/shop/11249759,鑫之星购物中心,三星商户,['1'],[],昌平区,巩华大街西侧28号,6.9,6.9,6.9,北京巩华大街西侧28号鑫之星购物中心,北京市昌平区鑫之星购物中心,116.26199140000001,40.12322237,215201
1039,http://www.dianping.com/shop/22057629,万达广场(通州店),准五星商户,['713'],['384'],新华大街,新华西街58号,9,9,8.7,北京新华西街58号万达广场(通州店),北京市通州区新华西街|58号,116.6339308,39.90432729,146070
1040,http://www.dianping.com/shop/18050678,京通罗斯福广场,五星商户,['376'],['212'],九棵树,北苑南路九棵树地铁对面,9.1,9,9,北京北苑南路九棵树地铁对面京通罗斯福广场,北京市通州区京通罗斯福广场,116.6533312,39.88858172,141078
1041,http://www.dianping.com/shop/20874767,万达百货(通州店),五星商户,['162'],['477'],新华大街,新华西街58号,9,9,9,北京新华西街58号万达百货(通州店),北京市通州区新华西街|58号,116.6339308,39.90432729,146070
1042,http://www.dianping.com/shop/3654574,华联商厦(武夷店),准五星商户,['102'],['258'],武夷花园,通胡大街甲3号,8.8,8.9,8.8,北京通胡大街甲3号华联商厦(武夷店),北京市通州区通胡大街|甲3号,116.69358030000001,39.91705295,150374
1043,http://www.dianping.com/shop/107022864,万达广场B座(新华西街),四星商户,['8'],[],新华大街,新华西街58号院3,7.9,7.9,7.9,北京新华西街58号院3万达广场B座(新华西街),北京市石景山区万达广场|B座,116.2198626,39.90545012,146642
1044,http://www.dianping.com/shop/2625664,贵友大厦(云景东路店),四星商户,['235'],['649'],梨园,云景东路1号,7.5,7.6,7.4,北京云景东路1号贵友大厦(云景东路店),北京市通州区贵友大厦,116.66049790000001,39.88309544,139653
1045,http://www.dianping.com/shop/5506385,BHG Mall购物中心(天时名苑店),准四星商户,['86'],['200'],新华大街,杨庄北里52号天时名苑小区14号楼,7.8,7.8,7.4,北京杨庄北里52号天时名苑小区14号楼BHGMall购物中心(天时名苑店),北京市通州区天时名苑|14号楼,116.6307271,39.90267112,146069
1046,http://www.dianping.com/shop/4135749,阳光新生活广场(九棵树店),准四星商户,['24'],[],九棵树,九棵树西路48号,7.6,7.6,7.5,北京九棵树西路48号阳光新生活广场(九棵树店),北京市通州区阳光新生活广场,116.65004509999999,39.88916476,141791
1048,http://www.dianping.com/shop/3652570,百尚生活广场,准四星商户,['62'],['87'],马驹桥,马驹桥兴华中街潼关三区9号楼,7.5,7.4,7.4,北京马驹桥兴华中街潼关三区9号楼百尚生活广场,北京市通州区百尚生活广场,116.5390807,39.75190083,98199
1049,http://www.dianping.com/shop/3331312,国泰百货(通州北苑店),准四星商户,['259'],['530'],通州北苑,八里桥南街1号院北苑路口通典铭居底商,7,7.1,6.9,北京八里桥南街1号院北苑路口通典铭居底商国泰百货(通州北苑店),北京市通州区国泰百货,116.6749719,39.87362817,136802
1050,http://www.dianping.com/shop/2736532,苏荷时代商业广场,准四星商户,['61'],['372'],果园,翠屏西路2号,7.6,7.5,7.6,北京翠屏西路2号苏荷时代商业广场,北京市通州区苏荷时代商业广场,116.63824939999999,39.89002415,141787
1051,http://www.dianping.com/shop/19658038,华远好天地中心,准四星商户,['15'],['91628'],梨园,八通线土桥地铁站向东200米,7.3,7.3,7.3,北京八通线土桥地铁站向东200米华远好天地中心,北京市通州区华远好天地中心,116.6898128,39.86978946,135379
1052,http://www.dianping.com/shop/96554385,华联购物广场,准四星商户,['7'],[],通州区,永顺镇物资学院路18号,7.5,7.6,7.6,北京永顺镇物资学院路18号华联购物广场,北京市通州区华联购物广场,116.63426979999998,39.922328,151782
1053,http://www.dianping.com/shop/11238587,新城商厦,准四星商户,['3'],[],新华大街,定海园二里15号,7,7.1,7.1,北京定海园二里15号新城商厦,北京市通州区新城商厦,116.5599196,39.79801232,112487
1054,http://www.dianping.com/shop/11240268,金马商场,准四星商户,['1'],[],马驹桥,马驹桥镇商业街中路1号,7.4,7.4,7.4,北京马驹桥镇商业街中路1号金马商场,北京市通州区金马商场,116.5502983,39.75742268,99631
1055,http://www.dianping.com/shop/1966537,人民商场,准四星商户,['78'],['564'],新华大街,新华东街116号,7,7,7,北京新华东街116号人民商场,北京市通州区人民商场,116.66501799999999,39.90724964,147508
1056,http://www.dianping.com/shop/3907174,乔庄商场,准四星商户,['6'],[],梨园,运河西大街,6.8,6.8,6.8,北京运河西大街乔庄商场,北京市通州区乔庄商场,116.68213459999998,39.89179094,142516
1057,http://www.dianping.com/shop/11236746,上科华联商厦,准四星商户,['1'],[],新华大街,新华东街126号,7.7,7.7,7.7,北京新华东街126号上科华联商厦,北京市通州区上科华联商厦,116.6631135,39.90696832,146794
1058,http://www.dianping.com/shop/5878100,百分百购物中心,准四星商户,['18'],['73'],通州区,马桥北街,7.3,7.3,7.3,北京马桥北街百分百购物中心,北京市通州区百分百购物中心,116.5478293,39.76130173,101058
1059,http://www.dianping.com/shop/81751997,华堂商场,准四星商户,['1'],[],新华大街,新华东街126号北京上科华联商厦F2,7.6,7.6,7.6,北京新华东街126号北京上科华联商厦F2华堂商场,北京市通州区上科华联商厦,116.6631135,39.90696832,146794
1060,http://www.dianping.com/shop/11238477,百尚购物广场,三星商户,['8'],[],新华大街,嘉创路与潞西路交叉口东侧,6.6,6.5,6.5,北京嘉创路与潞西路交叉口东侧百尚购物广场,北京市通州区百尚购物广场,116.56489950000001,39.80222145,113916
1061,http://www.dianping.com/shop/90302966,豪润广场购物中心,准四星商户,['8'],[],马驹桥,马驹桥豪润广场购物中心,7.3,7.5,7.5,北京马驹桥豪润广场购物中心豪润广场购物中心,北京市通州区豪润广场购物中心,116.53967549999999,39.75905537,100342
